Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
"Oil, Rapeseed",2021,Domestic Consumption,NO,Norway,5000000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,NZ,New Zealand,8400000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,PA,Paraguay,7300000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,PK,Pakistan,71339000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,RS,Russia,33000000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,SG,Senegal,24520000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,SZ,Switzerland,165000000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,TC,United Arab Emirates,9500000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,TS,Tunisia,456645000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,TU,Turkey,281580000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,TW,Taiwan,34601000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,UK,United Kingdom,8000000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,UP,Ukraine,171970000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,US,United States,40000000,(MT)
"Oil, Rapeseed",2021,Domestic Consumption,VM,Vietnam,18000000,(MT)
"Oil, Rapeseed",2021,Exports,AG,Algeria,7000000,(MT)
"Oil, Rapeseed",2021,Exports,AR,Argentina,600000,(MT)
"Oil, Rapeseed",2021,Exports,AS,Australia,18322000,(MT)
"Oil, Rapeseed",2021,Exports,BG,Bangladesh,1989000,(MT)
"Oil, Rapeseed",2021,Exports,BO,Belarus,2000000,(MT)
"Oil, Rapeseed",2021,Exports,CA,Canada,8620000,(MT)
"Oil, Rapeseed",2021,Exports,CG,Congo (Kinshasa),15000000,(MT)
"Oil, Rapeseed",2021,Exports,CH,China,43575000,(MT)
"Oil, Rapeseed",2021,Exports,CI,Chile,500000,(MT)
"Oil, Rapeseed",2021,Exports,E4,European Union,950000,(MT)
"Oil, Rapeseed",2021,Exports,ET,Ethiopia,800000,(MT)
"Oil, Rapeseed",2021,Exports,GH,Ghana,200000,(MT)
"Oil, Rapeseed",2021,Exports,HK,Hong Kong,4000000,(MT)
"Oil, Rapeseed",2021,Exports,ID,Indonesia,1970000,(MT)
"Oil, Rapeseed",2021,Exports,IN,India,1700000,(MT)
"Oil, Rapeseed",2021,Exports,IR,Iran,98000000,(MT)
"Oil, Rapeseed",2021,Exports,IS,Israel,600000,(MT)
"Oil, Rapeseed",2021,Exports,JA,Japan,6500000,(MT)
"Oil, Rapeseed",2021,Exports,KS,"Korea, South",350000,(MT)
"Oil, Rapeseed",2021,Exports,KZ,Kazakhstan,4200000,(MT)
"Oil, Rapeseed",2021,Exports,MD,Moldova,31663000,(MT)
"Oil, Rapeseed",2021,Exports,MO,Morocco,1200000,(MT)
"Oil, Rapeseed",2021,Exports,MR,Mauritania,1100000,(MT)
"Oil, Rapeseed",2021,Exports,MX,Mexico,143517000,(MT)
"Oil, Rapeseed",2021,Exports,NO,Norway,71333000,(MT)
"Oil, Rapeseed",2021,Exports,NZ,New Zealand,555000,(MT)
"Oil, Rapeseed",2021,Exports,PA,Paraguay,8107000,(MT)
"Oil, Rapeseed",2021,Exports,PK,Pakistan,28600000,(MT)
"Oil, Rapeseed",2021,Exports,RS,Russia,500000,(MT)
"Oil, Rapeseed",2021,Exports,SG,Senegal,5500000,(MT)
"Oil, Rapeseed",2021,Exports,SZ,Switzerland,5675000,(MT)
"Oil, Rapeseed",2021,Exports,TC,United Arab Emirates,2500000,(MT)
"Oil, Rapeseed",2021,Exports,TS,Tunisia,19664000,(MT)
"Oil, Rapeseed",2021,Exports,TU,Turkey,247882000,(MT)
"Oil, Rapeseed",2021,Exports,TW,Taiwan,40672000,(MT)
"Oil, Rapeseed",2021,Exports,UK,United Kingdom,11700000,(MT)
"Oil, Rapeseed",2021,Exports,UP,Ukraine,20900000,(MT)
"Oil, Rapeseed",2021,Exports,US,United States,40000000,(MT)
"Oil, Rapeseed",2021,Exports,VM,Vietnam,4400000,(MT)
"Oil, Rapeseed",2021,Imports,AG,Algeria,26970000,(MT)
"Oil, Rapeseed",2021,Imports,AR,Argentina,10035000,(MT)
"Oil, Rapeseed",2021,Imports,AS,Australia,36680000,(MT)
"Oil, Rapeseed",2021,Imports,BG,Bangladesh,409517000,(MT)
"Oil, Rapeseed",2021,Imports,BO,Belarus,199000000,(MT)
"Oil, Rapeseed",2021,Imports,CA,Canada,11598000,(MT)
"Oil, Rapeseed",2021,Imports,CG,Congo (Kinshasa),88650000,(MT)
"Oil, Rapeseed",2021,Imports,CH,China,13113000,(MT)
"Oil, Rapeseed",2021,Imports,CI,Chile,7810000,(MT)
"Oil, Rapeseed",2021,Imports,E4,European Union,32050000,(MT)
"Oil, Rapeseed",2021,Imports,ET,Ethiopia,934000,(MT)
"Oil, Rapeseed",2021,Imports,GH,Ghana,6010000,(MT)
"Oil, Rapeseed",2021,Imports,HK,Hong Kong,8805000,(MT)
"Oil, Rapeseed",2021,Imports,ID,Indonesia,7555000,(MT)
"Oil, Rapeseed",2021,Imports,IN,India,102648000,(MT)
"Oil, Rapeseed",2021,Imports,IR,Iran,150000,(MT)
"Oil, Rapeseed",2021,Imports,IS,Israel,2800000,(MT)
"Oil, Rapeseed",2021,Imports,JA,Japan,5300000,(MT)
"Oil, Rapeseed",2021,Imports,KS,"Korea, South",6520000,(MT)
"Oil, Rapeseed",2021,Imports,KZ,Kazakhstan,5859000,(MT)
"Oil, Rapeseed",2021,Imports,MD,Moldova,900000,(MT)
"Oil, Rapeseed",2021,Imports,MO,Morocco,45350000,(MT)
"Oil, Rapeseed",2021,Imports,MR,Mauritania,530000,(MT)
"Oil, Rapeseed",2021,Imports,MX,Mexico,381489000,(MT)
"Oil, Rapeseed",2021,Imports,NO,Norway,43992000,(MT)
"Oil, Rapeseed",2021,Imports,NZ,New Zealand,7000000,(MT)
"Oil, Rapeseed",2021,Imports,PA,Paraguay,3000000,(MT)
"Oil, Rapeseed",2021,Imports,PK,Pakistan,90000000,(MT)
"Oil, Rapeseed",2021,Imports,RS,Russia,8005000,(MT)
"Oil, Rapeseed",2021,Imports,SG,Senegal,24520000,(MT)
"Oil, Rapeseed",2021,Imports,SZ,Switzerland,1875000,(MT)
"Oil, Rapeseed",2021,Imports,TC,United Arab Emirates,600000,(MT)
"Oil, Rapeseed",2021,Imports,TS,Tunisia,1022000,(MT)
"Oil, Rapeseed",2021,Imports,TU,Turkey,52030000,(MT)
"Oil, Rapeseed",2021,Imports,TW,Taiwan,8300000,(MT)
"Oil, Rapeseed",2021,Imports,UK,United Kingdom,801000,(MT)
"Oil, Rapeseed",2021,Imports,UP,Ukraine,8613000,(MT)
"Oil, Rapeseed",2021,Imports,US,United States,40000000,(MT)
"Oil, Rapeseed",2021,Imports,VM,Vietnam,5241000,(MT)
"Oil, Rapeseed",2021,Production,AG,Algeria,60839000,(MT)
"Oil, Rapeseed",2021,Production,AR,Argentina,6200000,(MT)
"Oil, Rapeseed",2021,Production,AS,Australia,33791000,(MT)
"Oil, Rapeseed",2021,Production,BG,Bangladesh,58000000,(MT)
"Oil, Rapeseed",2021,Production,BO,Belarus,6250000,(MT)
"Oil, Rapeseed",2021,Production,CA,Canada,4500000,(MT)
"Oil, Rapeseed",2021,Production,CG,Congo (Kinshasa),25000,(MT)
"Oil, Rapeseed",2021,Production,CH,China,8900000,(MT)
"Oil, Rapeseed",2021,Production,CI,Chile,6600000,(MT)
"Oil, Rapeseed",2021,Production,E4,European Union,3079000,(MT)
"Oil, Rapeseed",2021,Production,ET,Ethiopia,11722000,(MT)
"Oil, Rapeseed",2021,Production,GH,Ghana,1750000,(MT)
"Oil, Rapeseed",2021,Production,HK,Hong Kong,9395000,(MT)
"Oil, Rapeseed",2021,Production,ID,Indonesia,8464000,(MT)
"Oil, Rapeseed",2021,Production,IN,India,200000,(MT)
"Oil, Rapeseed",2021,Production,IR,Iran,3000000,(MT)
"Oil, Rapeseed",2021,Production,IS,Israel,2951000,(MT)
"Oil, Rapeseed",2021,Production,JA,Japan,685000,(MT)
"Oil, Rapeseed",2021,Production,KS,"Korea, South",8954000,(MT)
"Oil, Rapeseed",2021,Production,KZ,Kazakhstan,340000,(MT)
"Oil, Rapeseed",2021,Production,MD,Moldova,3600000,(MT)
"Oil, Rapeseed",2021,Production,MO,Morocco,210000,(MT)
"Oil, Rapeseed",2021,Production,MR,Mauritania,2400000,(MT)
"Oil, Rapeseed",2021,Production,MX,Mexico,413532000,(MT)
"Oil, Rapeseed",2021,Production,NO,Norway,26695000,(MT)
"Oil, Rapeseed",2021,Production,NZ,New Zealand,9656000,(MT)
"Oil, Rapeseed",2021,Production,PA,Paraguay,5000000,(MT)
"Oil, Rapeseed",2021,Production,PK,Pakistan,145000000,(MT)
"Oil, Rapeseed",2021,Production,RS,Russia,500000,(MT)
"Oil, Rapeseed",2021,Production,SG,Senegal,165000000,(MT)
"Oil, Rapeseed",2021,Production,SZ,Switzerland,3798000,(MT)
"Oil, Rapeseed",2021,Production,TC,United Arab Emirates,8000000,(MT)
"Oil, Rapeseed",2021,Production,TS,Tunisia,33220000,(MT)
"Oil, Rapeseed",2021,Production,TU,Turkey,140200000,(MT)
"Oil, Rapeseed",2021,Production,TW,Taiwan,418645000,(MT)
"Oil, Rapeseed",2021,Production,UK,United Kingdom,2802000,(MT)
"Oil, Rapeseed",2021,Production,UP,Ukraine,2310000,(MT)
"Oil, Rapeseed",2021,Production,US,United States,7000000,(MT)
"Oil, Rapeseed",2021,Production,VM,Vietnam,1300000,(MT)
"Oil, Soybean",1998,Domestic Consumption,AG,Algeria,116000,(MT)
"Oil, Soybean",1998,Domestic Consumption,AO,Angola,1269000,(MT)
"Oil, Soybean",1998,Domestic Consumption,AR,Argentina,1269000,(MT)
"Oil, Soybean",1998,Domestic Consumption,AS,Australia,5048000,(MT)
"Oil, Soybean",1998,Domestic Consumption,BB,Barbados,10000,(MT)
"Oil, Soybean",1998,Domestic Consumption,BG,Bangladesh,5174000,(MT)
"Oil, Soybean",1998,Domestic Consumption,BK,Bosnia and Herzegovina,328000,(MT)
"Oil, Soybean",1998,Domestic Consumption,BL,Bolivia,55000,(MT)
"Oil, Soybean",1998,Domestic Consumption,BR,Brazil,108000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CA,Canada,138000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CH,China,204000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CH,"China, Peoples Republic of",191000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CI,Chile,863000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CO,Colombia,125000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CS,Costa Rica,320000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CU,Cuba,4690000,(MT)
"Oil, Soybean",1998,Domestic Consumption,CY,Cyprus,31000,(MT)
"Oil, Soybean",1998,Domestic Consumption,DR,Dominican Republic,4175000,(MT)
"Oil, Soybean",1998,Domestic Consumption,E2,EU-15,4575000,(MT)
"Oil, Soybean",1998,Domestic Consumption,EC,Ecuador,350000,(MT)
"Oil, Soybean",1998,Domestic Consumption,EG,Egypt,86000,(MT)
"Oil, Soybean",1998,Domestic Consumption,ES,El Salvador,560000,(MT)
"Oil, Soybean",1998,Domestic Consumption,ET,Ethiopia,850000,(MT)
"Oil, Soybean",1998,Domestic Consumption,EZ,Czech Republic,2630000,(MT)
"Oil, Soybean",1998,Domestic Consumption,GT,Guatemala,224700000,(MT)
"Oil, Soybean",1998,Domestic Consumption,HA,Haiti,50000,(MT)
"Oil, Soybean",1998,Domestic Consumption,HK,Hong Kong,1350000,(MT)
"Oil, Soybean",1998,Domestic Consumption,HR,Croatia,418000,(MT)
"Oil, Soybean",1998,Domestic Consumption,ID,Indonesia,281580000,(MT)
"Oil, Soybean",1998,Domestic Consumption,IN,India,3688000,(MT)
"Oil, Soybean",1998,Domestic Consumption,IR,Iran,8814000,(MT)
"Oil, Soybean",1998,Domestic Consumption,IS,Israel,160000,(MT)
"Oil, Soybean",1998,Domestic Consumption,JA,Japan,2568000,(MT)
"Oil, Soybean",1998,Domestic Consumption,JM,Jamaica,14000,(MT)
"Oil, Soybean",1998,Domestic Consumption,JM,Jamaica & Dep,1450000,(MT)
"Oil, Soybean",1998,Domestic Consumption,JM,Jamaica and Dep,30000,(MT)
"Oil, Soybean",1998,Domestic Consumption,JO,Jordan,219000,(MT)
"Oil, Soybean",1998,Domestic Consumption,KN,"Korea, Democratic Peoples Rep",410000,(MT)
"Oil, Soybean",1998,Domestic Consumption,KN,"Korea, North",341000,(MT)
"Oil, Soybean",1998,Domestic Consumption,KS,"Korea, Republic of",753000,(MT)
"Oil, Soybean",1998,Domestic Consumption,KS,"Korea, South",226000,(MT)
"Oil, Soybean",1998,Domestic Consumption,LE,Lebanon,1420000,(MT)
"Oil, Soybean",1998,Domestic Consumption,MA,Madagascar,9450000,(MT)
"Oil, Soybean",1998,Domestic Consumption,MO,Morocco,6620000,(MT)
"Oil, Soybean",1998,Domestic Consumption,MP,Mauritius,21766000,(MT)
"Oil, Soybean",1998,Domestic Consumption,MX,Mexico,8200000,(MT)
"Oil, Soybean",1998,Domestic Consumption,MY,Malaysia,9725000,(MT)
"Oil, Soybean",1998,Domestic Consumption,NI,Nigeria,74500000,(MT)
"Oil, Soybean",1998,Domestic Consumption,NO,Norway,8573000,(MT)
"Oil, Soybean",1998,Domestic Consumption,NU,Nicaragua,115978000,(MT)
"Oil, Soybean",1998,Domestic Consumption,NZ,New Zealand,115978000,(MT)
"Oil, Soybean",1998,Domestic Consumption,PA,Paraguay,12529000,(MT)
"Oil, Soybean",1998,Domestic Consumption,PE,Peru,5560000,(MT)
"Oil, Soybean",1998,Domestic Consumption,PK,Pakistan,10774000,(MT)
"Oil, Soybean",1998,Domestic Consumption,PL,Poland,14551000,(MT)
"Oil, Soybean",1998,Domestic Consumption,PN,Panama,998000,(MT)
"Oil, Soybean",1998,Domestic Consumption,RH,Zimbabwe,216000,(MT)
"Oil, Soybean",1998,Domestic Consumption,RO,Romania,71334000,(MT)
"Oil, Soybean",1998,Domestic Consumption,RP,Philippines,33050000,(MT)
"Oil, Soybean",1998,Domestic Consumption,RS,Russia,5206000,(MT)
"Oil, Soybean",1998,Domestic Consumption,RS,Russian Federation,1239000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SA,Saudi Arabia,300000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SF,South Africa,784000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SF,"South Africa, Republic of",249000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SG,Senegal,328000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SI,Slovenia,1146000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SN,Singapore,171000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SO,Somalia,1582000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SR,Serbia and Montenegro,266000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SY,Syria,714000,(MT)
"Oil, Soybean",1998,Domestic Consumption,SZ,Switzerland,38718000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TC,United Arab Emirates,103000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TD,Trinidad and Tobago,1078000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TH,Thailand,1285000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TS,Tunisia,1094000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TU,Turkey,43262000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TW,Taiwan,17625000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TZ,Tanzania,36000,(MT)
"Oil, Soybean",1998,Domestic Consumption,TZ,"Tanzania, United Republic of",466000,(MT)
"Oil, Soybean",1998,Domestic Consumption,UP,Ukraine,2192000,(MT)
"Oil, Soybean",1998,Domestic Consumption,US,United States,1014000,(MT)
"Oil, Soybean",1998,Domestic Consumption,UY,Uruguay,9128000,(MT)
"Oil, Soybean",1998,Domestic Consumption,UZ,Uzbekistan,15000,(MT)
"Oil, Soybean",1998,Domestic Consumption,UZ,"Uzbekistan, Republic of",15000,(MT)
"Oil, Soybean",1998,Domestic Consumption,VE,Venezuela,4000,(MT)
"Oil, Soybean",1998,Domestic Consumption,VM,Vietnam,160000,(MT)
"Oil, Soybean",1998,Domestic Consumption,ZA,Zambia,2000,(MT)
"Oil, Soybean",1998,Exports,AO,Angola,1269000,(MT)
"Oil, Soybean",1998,Exports,AR,Argentina,760000,(MT)
"Oil, Soybean",1998,Exports,AS,Australia,52000,(MT)
"Oil, Soybean",1998,Exports,BK,Bosnia and Herzegovina,90000,(MT)
"Oil, Soybean",1998,Exports,BL,Bolivia,55000,(MT)
"Oil, Soybean",1998,Exports,BR,Brazil,50000,(MT)
"Oil, Soybean",1998,Exports,CA,Canada,5000,(MT)
"Oil, Soybean",1998,Exports,CH,China,373000,(MT)
"Oil, Soybean",1998,Exports,CH,"China, Peoples Republic of",9332000,(MT)
"Oil, Soybean",1998,Exports,CI,Chile,1000,(MT)
"Oil, Soybean",1998,Exports,CS,Costa Rica,195000,(MT)
"Oil, Soybean",1998,Exports,CY,Cyprus,36000,(MT)
"Oil, Soybean",1998,Exports,DR,Dominican Republic,2980000,(MT)
"Oil, Soybean",1998,Exports,E2,EU-15,150000,(MT)
"Oil, Soybean",1998,Exports,EG,Egypt,86000,(MT)
"Oil, Soybean",1998,Exports,ET,Ethiopia,129000,(MT)
"Oil, Soybean",1998,Exports,EZ,Czech Republic,2030000,(MT)
"Oil, Soybean",1998,Exports,GT,Guatemala,11547000,(MT)
"Oil, Soybean",1998,Exports,HA,Haiti,3000,(MT)
"Oil, Soybean",1998,Exports,HK,Hong Kong,770000,(MT)
"Oil, Soybean",1998,Exports,HR,Croatia,800000,(MT)
"Oil, Soybean",1998,Exports,ID,Indonesia,247882000,(MT)
"Oil, Soybean",1998,Exports,IR,Iran,209000,(MT)
"Oil, Soybean",1998,Exports,JA,Japan,650000,(MT)
"Oil, Soybean",1998,Exports,JM,Jamaica,37000,(MT)
"Oil, Soybean",1998,Exports,JM,Jamaica & Dep,2443000,(MT)
"Oil, Soybean",1998,Exports,JM,Jamaica and Dep,30000,(MT)
"Oil, Soybean",1998,Exports,JO,Jordan,1719000,(MT)
"Oil, Soybean",1998,Exports,KN,"Korea, Democratic Peoples Rep",157000,(MT)
"Oil, Soybean",1998,Exports,KS,"Korea, South",40000,(MT)
"Oil, Soybean",1998,Exports,LE,Lebanon,300000,(MT)
"Oil, Soybean",1998,Exports,MO,Morocco,2142000,(MT)
"Oil, Soybean",1998,Exports,MP,Mauritius,136000,(MT)
"Oil, Soybean",1998,Exports,MX,Mexico,10000,(MT)
"Oil, Soybean",1998,Exports,MY,Malaysia,1913000,(MT)
"Oil, Soybean",1998,Exports,NI,Nigeria,1022000,(MT)
"Oil, Soybean",1998,Exports,NO,Norway,8366000,(MT)
"Oil, Soybean",1998,Exports,NU,Nicaragua,115978000,(MT)
"Oil, Soybean",1998,Exports,NZ,New Zealand,7459000,(MT)
"Oil, Soybean",1998,Exports,PA,Paraguay,6529000,(MT)
"Oil, Soybean",1998,Exports,PE,Peru,780000,(MT)
"Oil, Soybean",1998,Exports,PK,Pakistan,11625000,(MT)
"Oil, Soybean",1998,Exports,PL,Poland,1000,(MT)
"Oil, Soybean",1998,Exports,RH,Zimbabwe,367000,(MT)
"Oil, Soybean",1998,Exports,RP,Philippines,14765000,(MT)
"Oil, Soybean",1998,Exports,RS,Russia,9000,(MT)
"Oil, Soybean",1998,Exports,RS,Russian Federation,1239000,(MT)
"Oil, Soybean",1998,Exports,SF,South Africa,106000,(MT)
"Oil, Soybean",1998,Exports,SF,"South Africa, Republic of",3000,(MT)
"Oil, Soybean",1998,Exports,SG,Senegal,21000,(MT)
"Oil, Soybean",1998,Exports,SI,Slovenia,100000,(MT)
"Oil, Soybean",1998,Exports,SN,Singapore,115000,(MT)
"Oil, Soybean",1998,Exports,SO,Somalia,369000,(MT)
"Oil, Soybean",1998,Exports,SY,Syria,31000,(MT)
"Oil, Soybean",1998,Exports,SZ,Switzerland,1478000,(MT)
"Oil, Soybean",1998,Exports,TD,Trinidad and Tobago,66000,(MT)
"Oil, Soybean",1998,Exports,TH,Thailand,2252000,(MT)
"Oil, Soybean",1998,Exports,TS,Tunisia,946000,(MT)
"Oil, Soybean",1998,Exports,TU,Turkey,1744000,(MT)
"Oil, Soybean",1998,Exports,TW,Taiwan,86000,(MT)
"Oil, Soybean",1998,Exports,TZ,Tanzania,266000,(MT)
"Oil, Soybean",1998,Exports,TZ,"Tanzania, United Republic of",12000,(MT)
"Oil, Soybean",1998,Exports,UP,Ukraine,9000,(MT)
"Oil, Soybean",1998,Exports,US,United States,892000,(MT)
"Oil, Soybean",1998,Exports,UY,Uruguay,265000,(MT)
"Oil, Soybean",1998,Exports,VM,Vietnam,157000,(MT)
"Oil, Soybean",1998,Imports,AG,Algeria,56000,(MT)
"Oil, Soybean",1998,Imports,AR,Argentina,533000,(MT)
"Oil, Soybean",1998,Imports,AS,Australia,9000,(MT)
"Oil, Soybean",1998,Imports,BB,Barbados,10000,(MT)
"Oil, Soybean",1998,Imports,BG,Bangladesh,4000,(MT)
"Oil, Soybean",1998,Imports,BK,Bosnia and Herzegovina,637000,(MT)
"Oil, Soybean",1998,Imports,BR,Brazil,427000,(MT)
"Oil, Soybean",1998,Imports,CH,China,34000,(MT)
"Oil, Soybean",1998,Imports,CH,"China, Peoples Republic of",65000,(MT)
"Oil, Soybean",1998,Imports,CI,Chile,7936000,(MT)
"Oil, Soybean",1998,Imports,CO,Colombia,125000,(MT)
"Oil, Soybean",1998,Imports,CS,Costa Rica,34000,(MT)
"Oil, Soybean",1998,Imports,CU,Cuba,4575000,(MT)
"Oil, Soybean",1998,Imports,CY,Cyprus,5000,(MT)
"Oil, Soybean",1998,Imports,DR,Dominican Republic,125000,(MT)
"Oil, Soybean",1998,Imports,E2,EU-15,3000,(MT)
"Oil, Soybean",1998,Imports,EC,Ecuador,350000,(MT)
"Oil, Soybean",1998,Imports,EG,Egypt,86000,(MT)
"Oil, Soybean",1998,Imports,ES,El Salvador,1000,(MT)
"Oil, Soybean",1998,Imports,ET,Ethiopia,2300000,(MT)
"Oil, Soybean",1998,Imports,EZ,Czech Republic,350000,(MT)
"Oil, Soybean",1998,Imports,HA,Haiti,747000,(MT)
"Oil, Soybean",1998,Imports,HK,Hong Kong,910000,(MT)
"Oil, Soybean",1998,Imports,ID,Indonesia,479000,(MT)
"Oil, Soybean",1998,Imports,IN,India,3688000,(MT)
"Oil, Soybean",1998,Imports,IR,Iran,213000,(MT)
"Oil, Soybean",1998,Imports,JM,Jamaica & Dep,993000,(MT)
"Oil, Soybean",1998,Imports,KN,"Korea, Democratic Peoples Rep",300000,(MT)
"Oil, Soybean",1998,Imports,KN,"Korea, North",16000,(MT)
"Oil, Soybean",1998,Imports,KS,"Korea, Republic of",753000,(MT)
"Oil, Soybean",1998,Imports,KS,"Korea, South",226000,(MT)
"Oil, Soybean",1998,Imports,LE,Lebanon,24000,(MT)
"Oil, Soybean",1998,Imports,MO,Morocco,2170000,(MT)
"Oil, Soybean",1998,Imports,MP,Mauritius,21766000,(MT)
"Oil, Soybean",1998,Imports,MX,Mexico,8200000,(MT)
"Oil, Soybean",1998,Imports,MY,Malaysia,9722000,(MT)
"Oil, Soybean",1998,Imports,NO,Norway,5000000,(MT)
"Oil, Soybean",1998,Imports,NU,Nicaragua,74500000,(MT)
"Oil, Soybean",1998,Imports,NZ,New Zealand,113753000,(MT)
"Oil, Soybean",1998,Imports,PA,Paraguay,13000,(MT)
"Oil, Soybean",1998,Imports,PE,Peru,400000,(MT)
"Oil, Soybean",1998,Imports,PK,Pakistan,451000,(MT)
"Oil, Soybean",1998,Imports,PL,Poland,14551000,(MT)
"Oil, Soybean",1998,Imports,PN,Panama,708000,(MT)
"Oil, Soybean",1998,Imports,RH,Zimbabwe,1548000,(MT)
"Oil, Soybean",1998,Imports,RO,Romania,71334000,(MT)
"Oil, Soybean",1998,Imports,RP,Philippines,33000000,(MT)
"Oil, Soybean",1998,Imports,RS,Russia,25000,(MT)
"Oil, Soybean",1998,Imports,RS,Russian Federation,21000,(MT)
"Oil, Soybean",1998,Imports,SA,Saudi Arabia,300000,(MT)
"Oil, Soybean",1998,Imports,SF,South Africa,673000,(MT)
"Oil, Soybean",1998,Imports,SF,"South Africa, Republic of",235000,(MT)
"Oil, Soybean",1998,Imports,SG,Senegal,328000,(MT)
"Oil, Soybean",1998,Imports,SI,Slovenia,724000,(MT)
"Oil, Soybean",1998,Imports,SN,Singapore,1000,(MT)
"Oil, Soybean",1998,Imports,SY,Syria,714000,(MT)
"Oil, Soybean",1998,Imports,TC,United Arab Emirates,2000,(MT)
"Oil, Soybean",1998,Imports,TD,Trinidad and Tobago,1078000,(MT)
"Oil, Soybean",1998,Imports,TH,Thailand,10000,(MT)
"Oil, Soybean",1998,Imports,TS,Tunisia,14000,(MT)
"Oil, Soybean",1998,Imports,TU,Turkey,627000,(MT)
"Oil, Soybean",1998,Imports,TZ,Tanzania,44000,(MT)
"Oil, Soybean",1998,Imports,TZ,"Tanzania, United Republic of",408000,(MT)
"Oil, Soybean",1998,Imports,UP,Ukraine,2192000,(MT)
"Oil, Soybean",1998,Imports,US,United States,130000,(MT)
"Oil, Soybean",1998,Imports,UY,Uruguay,8623000,(MT)
"Oil, Soybean",1998,Imports,VE,Venezuela,100000,(MT)
"Oil, Soybean",1998,Imports,VM,Vietnam,225000,(MT)
"Oil, Soybean",1998,Production,AG,Algeria,56000,(MT)
"Oil, Soybean",1998,Production,AO,Angola,4000,(MT)
"Oil, Soybean",1998,Production,AR,Argentina,9000,(MT)
"Oil, Soybean",1998,Production,AS,Australia,126000,(MT)
"Oil, Soybean",1998,Production,BG,Bangladesh,10000,(MT)
"Oil, Soybean",1998,Production,BK,Bosnia and Herzegovina,5000,(MT)
"Oil, Soybean",1998,Production,BL,Bolivia,55000,(MT)
"Oil, Soybean",1998,Production,BR,Brazil,20000,(MT)
"Oil, Soybean",1998,Production,CA,Canada,13000,(MT)
"Oil, Soybean",1998,Production,CI,Chile,4256000,(MT)
"Oil, Soybean",1998,Production,CO,Colombia,91000,(MT)
"Oil, Soybean",1998,Production,CS,Costa Rica,9000,(MT)
"Oil, Soybean",1998,Production,CU,Cuba,4538000,(MT)
"Oil, Soybean",1998,Production,CY,Cyprus,36000,(MT)
"Oil, Soybean",1998,Production,DR,Dominican Republic,100000,(MT)
"Oil, Soybean",1998,Production,E2,EU-15,350000,(MT)
"Oil, Soybean",1998,Production,EC,Ecuador,3000,(MT)
"Oil, Soybean",1998,Production,EG,Egypt,91000,(MT)
"Oil, Soybean",1998,Production,ES,El Salvador,561000,(MT)
"Oil, Soybean",1998,Production,ET,Ethiopia,5000,(MT)
"Oil, Soybean",1998,Production,EZ,Czech Republic,50000,(MT)
"Oil, Soybean",1998,Production,GT,Guatemala,700000,(MT)
"Oil, Soybean",1998,Production,HA,Haiti,747000,(MT)
"Oil, Soybean",1998,Production,HK,Hong Kong,500000,(MT)
"Oil, Soybean",1998,Production,HR,Croatia,1005000,(MT)
"Oil, Soybean",1998,Production,ID,Indonesia,8000,(MT)
"Oil, Soybean",1998,Production,IN,India,33220000,(MT)
"Oil, Soybean",1998,Production,IR,Iran,284000,(MT)
"Oil, Soybean",1998,Production,JA,Japan,1192000,(MT)
"Oil, Soybean",1998,Production,JM,Jamaica & Dep,980000,(MT)
